,data_hora,url,titulo,texto,aberturaDiaAnterior,fechamentoDiaAnterior,aberturaDiaAtual,fechamentoDiaAtual,aberturaDiaSeguinte,fechamentoDiaSeguinte,abertura2Dias,fechamento2Dias
149,2023-09-01 14:54:00,https://br.investing.com/news/stock-market-news/com-pib-e-china-ibovespa-sobe-186-no-dia-a-1178-mil-e-avanca-177-na-semana-1151895,"Com PIB e China, Ibovespa sobe 1,86% no dia, a 117,8 mil, e avança 1,77% na semana","['Boas notícias que enfim vieram da China - entre as quais, recuperação do índice de atividade (PMI) em agosto -, e o Produto Interno Bruto (PIB) brasileiro acima do esperado para o segundo trimestre - que resultou em revisões nas expectativas de crescimento para o ano -, combinaram-se em impulso ao Ibovespa nesta sexta-feira, na última sessão da semana, na abertura de setembro.', 'Assim, o índice da B3 (BVMF:B3SA3) iniciou o mês em alta de 1,86%, aos 117.892,96 pontos, vindo de perda de 5% em agosto. Nesta sexta, oscilou entre mínima de 115.743,80, da abertura, e máxima de 117.990,61 pontos, com giro a R$ 26,7 bilhões. Na semana, virou nesta sexta do negativo ao positivo, acumulando ganho de 1,77% no intervalo. Em porcentual, o avanço do dia foi o maior desde 14 de junho (1,99%).', 'Foi também o segundo ganho semanal para o Ibovespa, após alta de 0,37% acumulada na anterior, a qual havia sucedido quatro recuos consecutivos, desde o intervalo entre 24 e 28 de julho. Com o anúncio de estímulos ao combalido setor imobiliário na China, segmento de enorme peso relativo na composição do PIB da segunda maior economia do mundo, Vale ON (BVMF:VALE3) fechou a sexta em alta de 5,85%, acumulando ganho de 10,99% na semana, mas ainda cedendo 18,77% no ano. O papel da mineradora, o de maior peso individual na carteira do índice, liderou os ganhos do Ibovespa no fechamento da sessão, à frente de Bradespar (BVMF:BRAP4) (+5,02%), Alpargatas (BVMF:ALPA4) (+4,99%) e Petz (BVMF:PETZ3) (+4,93%).', 'O dia foi amplamente positivo para outra gigante das commodities, Petrobras (BVMF:PETR4), com a ON em alta de 3,33% e a PN, de 2,16%, no encerramento - na semana, subiram respectivamente 1,86% e 2,06%. Os bancos, à exceção de Bradesco (BVMF:BBDC4) ON (-0,23%), tiveram desempenho positivo na sessão, embora discreto, conseguindo em geral fechar a semana em recuperação moderada - com destaque para Itaú (BVMF:ITUB4) (PN), em alta de 0,88% na sessão e de 2,98% na semana. Entre as maiores baixas do dia, destaque para Méliuz (BVMF:CASH3) (-5,51%) , IRB (BVMF:IRBR3) (-2,44%) e Marfrig (BVMF:MRFG3) (-0,67%) - apenas sete ações da carteira Ibovespa fecharam a sessão em baixa.', '""O PIB do segundo trimestre foi muito bom e, em resumo, surpreendeu a todos, com a alta de 0,9%, na margem. Teremos um crescimento mais próximo de 3% no ano, se não tivermos alteração nos próximos trimestres. E o que chamou atenção foi o desempenho da indústria - e pelo lado da demanda, o consumo"", ressalta Luciano Costa, economista-chefe e sócio da Monte Bravo Investimentos. ""Teremos um crescimento muito bom no ano, e que levará efeito positivo para 2024"", acrescenta.', 'Em relatório divulgado nesta sexta-feira, o Bank of America (NYSE:BAC) (BofA) também destaca o desempenho da indústria - especialmente a extrativa, puxada pela produção de petróleo e gás - para o crescimento brasileiro de 0,9% no PIB do segundo trimestre. Por outro lado, o banco aponta que o crescimento lança dúvidas quanto à dimensão do hiato do produto, o que reforça a falta de espaço para a aceleração do ritmo de corte de juros no País.', '""Continuamos a projetar atividade econômica mais forte do que o mercado espera, e mantemos nossa recentemente revisada projeção de crescimento de 3% para 2023. Com relação a 2024, nossa previsão é de 2,3%. A redução das taxas de juros, melhores condições no mercado de crédito e o avanço de matérias legislativas fundamentais devem trazer resultados positivos para o próximo ano"", acrescenta o BofA.', '""Apesar dos \'números acima das expectativas\' no PIB, a economia continua em processo de ajuste monetário para combater a inflação, e ainda temos ausência de condições mais amplas e efetivas para a economia decolar de fato"", ressalva Nicola Tingas, economista-chefe da Acrefi (Associação Nacional das Instituições de Crédito, Financiamento e Investimento). ""Estamos ainda em transição cíclica: precisamos ter equilíbrio no otimismo e no pessimismo"", acrescenta o economista, destacando níveis ainda altos de endividamento e inadimplência, tanto entre pessoas físicas como jurídicas.', '""PIB é um dado de retrovisor, estamos olhando nele para a primeira metade do ano, entre abril e junho. Mas o que o resultado divulgado hoje mostrou é que a economia brasileira está mais resiliente do que muita gente esperava, especialmente em relação ao que se pensava no começo de 2023 ou no fim do ano passado"", diz Rachel de Sá, chefe de economia da Rico Investimentos.', 'Após três semanas de ausência, a expectativa de queda para as ações no curtíssimo prazo voltou a aparecer no Termômetro Broadcast Bolsa. Entre os participantes, 14,29% responderam que a próxima semana deve ser de baixa para o Ibovespa; 28,57% preveem estabilidade; e 57,14% esperam alta. Na pesquisa anterior, as projeções se dividiam entre ganho (62,50%) e variação neutra (37,50%).']",32.709999084472656,31.940000534057617,32.209999084472656,32.630001068115234,32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344
143,2023-09-01 20:06:00,https://br.investing.com/news/politics/petrobras-apresenta-projetos-ao-banco-dos-brics-para-financiamento-1151941,Petrobras apresenta projetos ao Banco dos Brics para financiamento,"['A Petrobras (BVMF:PETR4) apresentou ao NDB (Novo Banco de Desenvolvimento), mais conhecido como Banco dos Brics, uma carteira de projetos para contratação de financiamento. Em reunião na 6ª feira (1º.set.2023) em Xangai, na China, o presidente da estatal, Jean Paul Prates, listou para a presidente do banco, Dilma Rousseff, os empreendimentos ligados à transição energética em planejamento.', 'A pauta da reunião foi voltada à análise de novos projetos nos segmentos de biorrefino, biocombustíveis, hidrogênio verde e geração eólica e solar. Prates fez uma longa explanação sobre os novos empreendimentos da companhia e a estratégia em relação aos planos de transição energética.', 'Não foi fechado nenhum acordo na reunião. Segundo Prates, se tratou de um encontro de reaproximação com o banco, com o qual a Petrobras já celebrou empréstimos no passado. “Reabrimos o diálogo com a instituição para o financiamento de projetos da companhia, sobretudo na área da transição energética”, disse.', 'A Petrobras e o NDB celebraram, em 2018, um contrato de crédito de US$ 200 milhões. O aporte foi destinado a projetos de caráter ambiental nas refinarias Reduc (Duque de Caxias/RJ) e Regap (Gabriel Passos/MG). O financiamento foi integralmente quitado em 2021.', 'Criado em 2014, o NDB financia projetos de infraestrutura e de desenvolvimento. O banco tem como acionistas integrantes do Brics e outros países. São eles: Brasil, Rússia, Índia, China, África do Sul, Bangladesh, Egito e Emirados Árabes.', 'A reunião também contou com a participação do diretor de Transição Energética e Sustentabilidade da Petrobras, Mauricio Tolmasquim, e do cônsul adjunto do Brasil em Xangai, José Roberto de Andrade.', 'Leia mais em Poder360']",32.709999084472656,31.940000534057617,32.209999084472656,32.630001068115234,32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344
148,2023-09-02 18:00:00,https://br.investing.com/news/politics/presal-completa-15-anos-somando-78-da-producao-da-petrobras-1152074,Pré-sal completa 15 anos somando 78% da produção da Petrobras,"['A produção de petróleo e gás natural no pré-sal brasileiro completa 15 anos neste sábado (2.set.2023). Desde que começou a operar, a extração na camada vem crescendo anualmente e deu uma guinada nos últimos anos, com a entrada de novas plataformas em operação. Atualmente, a porção já responde por 78% de toda a produção da Petrobras (BVMF:PETR4).', 'O 1º óleo extraído na porção de águas ultraprofundas foi em 2 de setembro de 2008 no campo de Jubarte, na porção da Bacia de Campos localizada no sul do Espírito Santo. Atualmente, produz 2,06 milhões de barris de óleo equivalente por dia (boed), conforme dados do 2º trimestre.', 'Para se ter ideia do volume, é mais que 1/3 de toda a produção da América Latina. Ultrapassou a quantidade produzida por países com tradição no setor de óleo e gás, como México, Nigéria e Noruega. Se fosse um país, o pré-sal ocuparia o 11º lugar no ranking mundial dos produtores de petróleo, segundo dados da Petrobras.', 'Em 2023, o pré-sal alcançou uma produção acumulada de 5,5 bilhões de barris de petróleo – puxada pelos 3 maiores campos em operação dessa camada: Tupi, Búzios – o maior do mundo em águas ultraprofundas – e Mero. Para efeito de comparação, a produção da Petrobras no pós-sal levou 26 anos para atingir o patamar de 5,5 bilhões de barris.', 'Segundo o presidente da estatal, Jean Paul Prates, os números demonstram “uma jornada de sucesso sem precedentes no setor”. Disse que o impacto positivo não foi só para a Petrobras, mas também para a indústria global e para a sociedade, “com um legado valioso de conhecimento científico, tecnológico e intelectual”.', 'Em 15 anos, o pré-sal já rendeu US$ 63 bilhões em royalties e participações especiais governamentais. Se somadas essas contribuições ao pagamento de outorgas pela aquisição de blocos do pré-sal em leilões, o valor arrecadado pelo governo atinge a cifra de US$ 126 bilhões.', '“Os 15 anos de produção no pré-sal, no ano em que a Petrobras completa 70 anos de história, nos enchem de orgulho e alegria. Os resultados impressionantes que alcançamos nessa camada são a prova da criatividade, da inteligência e da capacidade de superação brasileira. Enquanto os céticos duvidavam e colocavam em xeque a viabilidade técnica do pré-sal, nossos petroleiros e petroleiras foram lá e fizeram”, disse Prates.', ' ', 'Operar na camada pré-sal parecia um desafio intransponível na época da descoberta da reserva. Era um cenário até então inexplorado na indústria mundial do setor.', 'Além da elevada profundidade, foi preciso desenvolver tecnologias que conseguissem perfurar a espessa camada de sal. Isso em altas temperaturas, pressão e em uma distância de pelo menos 300 km da costa.', 'Foram perfurados poços com mais de 7.000 metros de profundidade total –sendo 5.000 de profundidade terrestre e 2.000 de profundidade d’água.', '“Eles (petroleiros) ousaram, desenvolveram tecnologia que não existia no mercado, junto com nossos parceiros e fornecedores, e transformaram uma fronteira até então desconhecida nesse gigante de produção em águas profundas”, afirmou Jean Paul Prates.', ' ', 'Nos últimos anos, a região do pré-sal concentrou a maioria dos investimentos da estatal. Prova disso é que das 57 plataformas operadas pela Petrobras, 31 estão no pré-sal, sendo que 23 produzem exclusivamente nesta camada. Acabou se tornando uma das fronteiras petrolíferas mais competitivas da indústria global.', 'Para os próximos 5 anos, a camada deve perder o posto de campeã de investimentos para a Margem Equatorial. A região deve receber R$ 11 bilhões em investimentos (52% do previsto pelo setor). Trata-se de um valor mínimo para a exploração em 11 blocos na região, que pode aumentar expressivamente caso sejam superados os entraves com licenciamentos ambientais existentes.', 'Ao todo, 42 blocos na região já foram concedidos na região pela ANP (Agência Nacional de Petróleo e Gás Natural), distribuídos na faixa litorânea do Amapá ao Rio Grande do Norte. O último poço perfurado na região foi em 2015, pela Petrobras. Desde então, os projetos estão em banho-maria.', 'Com esse número, a região já concentra o maior volume de blocos exploratórios do país. A fase de exploração consiste em estudos e perfuração de poços para comprovar potenciais reservas de óleo e gás. Depois dessa fase, é analisado se há viabilidade comercial de produzir, de acordo com o tamanho da reserva. Só depois é iniciada a produção nos campos.', 'Acontece que as reservas de petróleo são finitas. O pré-sal, hoje em curva ascendente, deve ter a produção estabilizada na próxima década e depois iniciar um período de declínio. A produção comercial em um campo dura, em média, 25 anos. Depois, ele deixa de ser viável economicamente.', 'Por causa disso, a indústria petroleira necessita descobrir novas reservas, constantemente, para garantir sua produção e sustentabilidade no futuro. E a Margem Equatorial desponta hoje no país como a região com as maiores chances de ser a nova e possivelmente última fronteira petrolífera nacional.', 'A Margem Equatorial é uma região em alto-mar que se estende da Guiana ao Estado do Rio Grande do Norte, no Brasil. O nome vem da proximidade com a Linha do Equador.', 'Apenas a Guiana Francesa ainda não explora petróleo na área. Enquanto o Brasil ainda engatinha na região pela falta de licenças ambientais, a Guiana e o Suriname já nadam de braçada.', 'A Guiana foi o 1º país a descobrir petróleo na região, ainda em 2015, pela norte-americana ExxonMobil (NYSE:XOM). Hoje, tem uma reserva que totaliza 11 bilhões de barris. Trata-se de 75% de toda a reserva brasileira, que totaliza 14,8 bilhões de barris, incluindo o pré-sal.', 'No Suriname, a 1ª descoberta foi em 2020. Em 3 anos, foi provado o potencial de extração de 4 bilhões de barris, cerca de 27% da reserva brasileira.', 'A porção brasileira da Margem Equatorial é formada por 5 bacias sedimentares –um tipo de formação rochosa que permitiu o acúmulo de sedimentos ao longo do tempo. As bacias são:', ' ', 'Um dos principais projetos que aguarda aprovação é o do bloco FZA-M-59, localizado na Bacia da Foz do Amazonas. A Petrobras tem buscado aval para seu navio-sonda perfurar poços na região e seguir as pesquisas em busca de comprovar as reservas. A licença ambiental foi negada em maio pelo Ibama (Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis).', 'A licença ambiental se refere a um teste pré-operacional para analisar a capacidade de resposta da Petrobras a um eventual vazamento. A petroleira enviou mais documentos e pediu uma nova avaliação pelo instituto. No entanto, ainda não há um prazo para que essa análise seja feita.']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
147,2023-09-02 21:30:00,https://br.investing.com/news/politics/petrobras-adia-saida-de-refinaria-vendida-em-2022-no-ceara-1152089,Petrobras adia saída de refinaria vendida em 2022 no Ceará,"['A Petrobras (BVMF:PETR4) adiou mais uma vez a transferência das operações da Lubnor (Refinaria Lubrificantes e Derivados do Nordeste) para a Grepar Participações. O consórcio, liderado por uma companhia de distribuição de asfalto, assinou contrato para comprar a unidade em maio de 2022, na gestão de Jair Bolsonaro (PL).', 'A Lubnor fica localizada em Fortaleza, no Ceará. É uma das líderes na produção de asfalto no Brasil. Foi vendida por um total de US$ 34 milhões dentro do programa de privatização de refinarias. Porém, mesmo depois de mais de 1 ano de o negócio ter sido fechado, a Grepar ainda não tem certeza de quando assumirá o controle da unidade.']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
146,2023-09-03 04:45:00,https://br.investing.com/news/politics/dividendos-globais-somam-us-5681-bi-no-2o-tri-e-batem-recorde-1152095,"Dividendos globais somam US$ 568,1 bi no 2º tri e batem recorde","['Os dividendos globais atingiram um novo recorde no 2º trimestre de 2023, segundo a última edição do Janus Henderson Global Dividend Index. Os pagamentos – que resultam de parcela do lucro das empresas, posteriormente divididos com os acionistas -subiram para US$ 568,1 bilhões, um aumento de 4,9% na base nominal.', 'As empresas brasileiras listadas no Índice relataram queda de 53% em um trimestre calmo para dividendos, refletindo principalmente o corte da Petrobras (BVMF:PETR4).', 'A petroleira brasileira, maior pagadora do mundo em 2022, anunciou a nova política de distribuição de dividendos no final de julho, definida depois de reunião do Conselho de Administração da companhia. O percentual de remuneração caiu de 60% para 45% do fluxo de caixa livre (dinheiro à disposição no caixa).', 'Uma das justificativas para a queda dos pagamentos de petróleo em todo o mundo é o corte dos produtores latino-americanos. A Ecopetrol, da Colômbia, também cortou seus dividendos regulares e especiais, levando a uma queda de 36% e 63% nos pagamentos subjacentes e nominais, respectivamente.', ' ', 'Os bancos contribuíram com metade do crescimento mundial de dividendos no 2º trimestre. Em todo o mundo, os dividendos das instituições financeiras foram fortes, com poucas exceções.', 'O aumento das taxas de juros impulsionou as margens e a interrupção dos pagamentos de dividendos relacionada à pandemia foi eliminada.', ' ', 'Os pagamentos na Europa, com exceção do Reino Unido, aumentaram em 1/10 em relação ao ano anterior (+9,7% em termos nominais), o mais rápido de todas as regiões, levando o total a um recorde de US$ 184,5 bilhões. Os dividendos bancários significativamente mais altos foram o principal impulsionador do crescimento europeu, seguidos pelos fabricantes de veículos.', 'No entanto, a taxa de crescimento nos Estados Unidos diminuiu pelo 6º trimestre consecutivo, desacelerando para 4,6%. Ásia-Pacífico (sem o Japão), Hong Kong e Coreia do Sul foram mercados relativamente fracos.', ' ', 'Segundo a Janus Henderson, apesar de o 2º trimestre ter sido positivo, as expectativas de desaceleração do crescimento econômico global permanece. Portanto, na sua avaliação, não deve haver nenhuma alteração em sua previsão para o ano inteiro.', 'A gestora de fundos globais ainda espera que os pagamentos aumentem 5,2% em termos nominais, atingindo um recorde de US$ 1,64 trilhão, equivalente a um crescimento subjacente de 5,0%.', 'Ben Lofthouse, Head de Renda Variável Global da Janus Henderson, acredita que o crescimento econômico em todo o mundo está se moderando à medida que responde às taxas de juros mais altas.', '“Os mercados agora esperam que os lucros globais fiquem estáveis este ano, depois de terem atingido recordes em 2022, e quando falamos com empresas de todo o mundo, elas agora estão mais cautelosas quanto às perspectivas”, afirma.', 'Leia mais em Poder360']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
145,2023-09-03 05:52:00,https://br.investing.com/news/politics/caixa-entra-em-programas-que-financiam-fornecedores-da-petrobras-1152109,Caixa entra em programas que financiam fornecedores da Petrobras,"['A Caixa Econômica Federal e a Petrobras (BVMF:PETR4) anunciaram em agosto uma parceria para fomentar programas de incentivo ao crédito dos fornecedores da petroleira. O banco vai apoiar duas iniciativas: o Progredir e o Mais valor.', 'Para o Progredir, o objetivo do banco público é financiar ao menos R$ 5 bilhões por ano. A Petrobras espera que os investimentos totais cheguem a aproximadamente R$ 380 bilhões no total, segundo um comunicado da Caixa.', 'O programa foi criado em 2011. A proposta é adiantar valores baseados nos contratos celebrados com os fornecedores com a estatal de óleo e gás. Para conseguir o empréstimo, o prestador de serviço precisa fazer uma solicitação. Em 2022, os montantes de financiamento somaram R$ 2 bilhões.', 'Já o Mais Valor movimentou cerca de R$ 20 bilhões em crédito concedido a fornecedores nos últimos 3 anos. São mais de 2.000 empresas cadastradas. A iniciativa funciona por meio de uma plataforma virtual. Lá, leilões reversos (vence quem efetuar o lance com o menor preço) pelas instituições financeiras. Quem oferecer o empréstimo mais barato tem o contrato fechado com o fornecedor no mesmo dia.', 'As operações são do tipo risco sacado e livres de IOF (Imposto sobre Operações Financeiras). A mais baixa é aplicada pelo fornecedor, que recebe os recursos no mesmo dia. A Petrobras assume a obrigação de pagamento à instituição financeira quando a operação de antecipação é efetivada.', 'A Petrobras conta com 105,4 mil prestadoras de serviços contratadas. A maioria delas (72.730) se concentra no Sudeste, onde estão concentradas as unidades de refino e extração de petróleo. O Nordeste está em 2º lugar, com 17.729 companhias. O norte é a região com menor número de prestadoras: 2.898.', 'A maioria das prestadoras (58.368) de serviços atuam no setor de apoio à operação. Outras 31.043 trabalham com obras. Uma parte menor (5.391) fica no setor de paradas de manutenção.', 'A cadeia de prestadores de serviços também engloba os fornecedores da Petrobras. A mai0r parte (65%) deles têm contratos firmados de até R$ 100 mil, valor relativamente baixo para operações de uma gigante como a estatal. Leia o perfil dos contratos:', 'Leia mais em Poder360', '']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
144,2023-09-03 19:07:00,https://br.investing.com/news/politics/silveira-defende-que-petrobras-recompre-refinaria-na-bahia-1152187,Silveira defende que Petrobras recompre refinaria na Bahia,"['O ministro de Minas e Energia, Alexandre Silveira, defendeu que a Petrobras (BVMF:PETR4) avalie a possibilidade de recompra da Rlam (Refinaria Landulpho Alves), localizada na Bahia. A unidade foi vendida em 2021 por US$ 1,65 bilhão para a multinacional Acelen, empresa do fundo de investimentos Mubadala Capital, dos Emirados Árabes Unidos.', '“Entendemos do ponto de vista da segurança energética e da nova geopolítica do setor de petróleo e gás, respeitadas as regras de governança da companhia, que a Petrobras deve avaliar recomprar a Rlam. É um ativo histórico e que fez parte da estratégia de desmonte do Sistema Petrobras e nunca deveria ter sido vendido”, disse Silveira.', 'De acordo com o ministro, os moradores da Bahia e de Sergipe, que são atendidos pela refinaria, não estão sendo beneficiados pela nova política de preços da Petrobras, o chamado PCI (Preço de Competitividade Interna), adotado em maio, e ainda têm os combustíveis precificados pelo PPI (Preço de Paridade de Importação).', '“O povo baiano e sergipano tem pago preços de combustíveis mais caros do que em regiões de influência das refinarias cujo controle é da Petrobras”, afirmou.', 'Por outro lado, Silveira disse trabalhar pela concretização de uma parceria entre a Petrobras e a Acelen para um projeto de biorrefino do óleo de macaúba –espécie de coco nativo do Brasil. A expectativa é produzir 1 bilhão de litros por ano.', 'O uso do fruto como matéria-prima permitirá a produção de combustível sustentável de aviação (SAF) e diesel verde. A Acelen já anunciou o plano de investir R$ 12 bilhões nos próximos 10 anos no projeto.', 'Para o ministro, a implantação do projeto ajudará na redução de desigualdades regionais e no apoio ao pequeno agricultor e a agricultura familiar em regiões do semiárido, como os estados do Nordeste e zonas produtoras espalhadas em Minas Gerais.', 'Leia mais em Poder360']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
137,2023-09-04 06:41:00,https://br.investing.com/news/stock-market-news/petrobras-descontinua-desinvestimentos-de-polo-urucu-polo-bahia-terra-e-campo-de-manati-1152276,"Petrobras descontinua desinvestimentos de Polo Urucu, Polo Bahia Terra e Campo de Manati","['A diretoria executiva da Petrobras (BVMF:PETR4) aprovou o encerramento dos processos de desinvestimento no segmento E&P do Polo Urucu, Polo Bahia Terra, Campo de Manati e da Petrobras Operaciones S.A. (subsidiária da Petrobras na Argentina), considerando aderência estratégica ao portfólio e perfil de rentabilidade.', 'Além disso, a estatal preferiu dar continuidade aos processos de desinvestimentos no segmento G&E relativos: à participação de 20% na sociedade Brasympe, proprietária da unidade termoelétrica (UTE) Termocabo, movida a óleo combustível; à participação de 20% na UTE Suape II, também movida a óleo combustível; e à participação de 18,8% na UEG Araucária S.A.', 'Outros ativos no segmento E&P serão reavaliados periodicamente com base em premissas atualizadas de rentabilidade, aderência estratégica, oportunidades de descarbonização e estágio de sua vida produtiva.', 'Segundo comunicado ao mercado, a Petrobras deverá ""maximizar o valor do portfólio com foco em ativos rentáveis, repor a reservas de óleo e gás, inclusive com a exploração de novas fronteiras, aumentar a oferta de gás natural e promover a descarbonização das operações"".']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
139,2023-09-04 09:04:00,https://br.investing.com/news/stock-market-news/petrobras-desiste-de-vender-campos-de-petroleo-e-subsidiaria-da-argentina-1152244,Petrobras desiste de vender campos de petróleo e subsidiária da Argentina,"['Por Leticia Fucuchima', 'SÃO PAULO (Reuters) -A Petrobras (BVMF:PETR4) informou nesta segunda-feira que desistiu de seguir com os desinvestimentos de ativos de exploração e produção de petróleo e de sua subsidiária na Argentina, mas prosseguirá com as vendas de participações em usinas termelétricas.', 'A diretoria da companhia vinha reavaliando o plano de desinvestimentos conduzido pela gestão passada, e já havia indicado que deveria voltar atrás em acordos de venda de ativos já firmado, mas que ainda não tinham chegado à etapa de assinatura de contratos.', 'A estatal encerrou os processos de desinvestimentos do Polo Urucu, Polo Bahia Terra, Campo de Manati e da Petrobras Operaciones, sua subsidiária na Argentina.', 'Dentre esses processos, a estatal negociava anteriormente a venda do Polo Bahia Terra com um consórcio formado pela PetroReconcavo (BVMF:RECV3) e pela Eneva (BVMF:ENEV3), que aguardavam um posicionamento final da companhia.', 'Para outros ativos do segmento de exploração e produção de petróleo, a Petrobras disse que reavaliará periodicamente a permanência no portfólio ""com base em premissas atualizadas de rentabilidade, aderência estratégica, oportunidades de descarbonização e estágio de sua vida produtiva"".', '', 'Já no caso de suas participações em usinas termelétricas, a estatal afirmou que prosseguirá com a venda de 20% na Brasympe, proprietária de termelétrica a óleo combustível Termocabo; de 20% na térmica Suape II, também movida a óleo combustível; e de 18,8% na UEG Araucária, na qual é sócia da Copel (BVMF:CPLE6).', 'Após o comunicado da Petrobras, a Copel informou que, com a decisão da estatal, as empresas vão prosseguir com o processo de venda de 100% do capital da UEG Araucária por meio de um procedimento competitivo.', '(Edição Alberto Alerigi Jr.)']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
140,2023-09-04 09:15:00,https://br.investing.com/news/stock-market-news/abertura-de-mercado-o-que-esperar-do-ibovespa-e-dolar-nesta-2afeira-1152250,Abertura de mercado: o que esperar do Ibovespa e dólar nesta 2ª-feira,"['Investing.com – As bolsas internacionais amanheceram no azul nesta segunda-feira (4), mas a liquidez será menor. Isso acontece por causa do feriado de Dia do Trabalho nos EUA, que mantém os mercados de ações de Nova York fechados nesta segunda-feira (4).', 'As ações da China subiram nesta segunda, registrando o melhor dia em mais de um mês, uma vez que as autoridades intensificaram o estímulo para impulsionar a economia do país depois que medidas anteriores falharam em impulsionar uma recuperação sustentada do mercado. O índice Shanghai Shenzhen CSI 300, que reúne as maiores companhias listadas em Xangai e Shenzhen, fechou com alta de 1,52%, enquanto o índice de Xangai subiu 1,4%. O índice Hang Seng, de Hong Kong, avançou 2,51%.', 'Por aqui, economistas esperam PIB e inflação maiores neste ano. Na política, a semana começa com o andamento das pautas econômicas do governo no Congresso apesar do feriado da Independência na quinta-feira (7).', 'LEIA MAIS - Juro neutro: Alta indica maior risco? Qual a importância para os investimentos?', 'Às 9h15 (de Brasília), Nasdaq 100 Futuros subia 0,24%, S&P 500 Futuros estava em valorização de 0,12% e o Dow Jones Futuros registrava acréscimo de 0,13%.', 'O Ibovespa Futuros ganhava 1,13% no pré-mercado. O dólar hoje estava em desvalorização de 0,21%, a R$4,93.', 'O Petróleo WTI Futuros, referência nos Estados Unidos, caía 0,05%, a US$85,51, e o Petróleo Brent Futuros perdia 0,02% a US$88,05.', 'As ADRs da Vale (NYSE:VALE) estavam em queda de 0,36%, a US$13,93, e as da Petrobras (NYSE:PBR) subiam 0,28%, a US$14,54.']",32.68000030517578,32.290000915527344,32.68000030517578,32.290000915527344,32.27000045776367,33.369998931884766,33.349998474121094,33.52000045776367
